gene,control_rep3,exp_rep3,control_rep1,exp_rep2,control_rep2,exp_rep1
ENSG00000241697.5,290,249,269,179,242,224
ENSG00000170681.7,1073,844,924,947,743,917
ENSG00000200966.1,10,11,10,11,10,11
ENSG00000237999.2,0,0,0,0,0,0
ENSG00000230161.1,0,0,0,0,0,0
ENSG00000229541.2,0,0,0,0,0,0
ENSG00000148123.15,200,126,166,93,127,94
ENSG00000238143.1,0,0,0,0,0,0
ENSG00000253041.1,0,0,0,0,0,0
ENSG00000227411.1,0,0,1,0,0,0
ENSG00000136881.12,27,18,16,16,20,27
ENSG00000236763.2,0,0,0,0,0,0
ENSG00000230328.2,0,0,0,0,0,0
ENSG00000234502.2,0,0,0,0,0,1
ENSG00000136897.8,4217,3662,3540,3927,3160,4124
ENSG00000136870.11,3439,2608,2835,3067,2505,3258
ENSG00000136872.21,49,17,38,33,23,25
ENSG00000270982.1,0,0,0,0,0,0
ENSG00000225376.6,1,0,2,1,1,1
ENSG00000165152.9,5299,4452,4209,3498,4087,3563
ENSG00000233055.1,3,2,5,4,2,2
ENSG00000155827.12,10173,7769,7951,8167,7485,8246
ENSG00000198785.7,37,43,40,36,25,38
ENSG00000188386.8,0,1,0,1,0,0
ENSG00000230302.2,0,0,0,0,0,0
ENSG00000230418.2,0,0,0,0,0,0
ENSG00000238882.1,0,0,0,0,0,0
ENSG00000286243.1,0,0,0,0,0,0
ENSG00000289079.1,0,0,0,0,0,0
ENSG00000235901.2,0,0,0,0,0,0
ENSG00000204250.3,0,0,0,0,0,0
ENSG00000232242.2,0,0,0,0,0,0
ENSG00000234269.2,0,0,0,0,0,0
ENSG00000155833.15,0,0,0,0,0,0
ENSG00000229830.1,0,0,0,0,0,0
ENSG00000225564.6,0,0,0,0,0,0
ENSG00000226566.2,0,0,0,0,0,0
ENSG00000253031.1,0,0,0,0,0,0
ENSG00000285483.1,0,1,0,1,0,0
ENSG00000270332.4,10,6,14,8,8,6
ENSG00000136824.19,7250,5465,6195,6151,5520,6560
ENSG00000293400.1,0,0,0,0,0,0
ENSG00000242111.2,0,0,0,0,0,0
ENSG00000203396.3,0,0,0,0,0,0
ENSG00000186881.3,0,0,0,0,0,0
ENSG00000283001.2,0,0,0,0,0,0
ENSG00000148136.5,0,0,0,0,0,0
ENSG00000204246.4,0,0,0,0,0,0
ENSG00000186943.1,0,0,0,0,0,0
ENSG00000237443.1,0,0,0,0,0,0
ENSG00000277556.1,0,1,0,0,1,0
ENSG00000276119.1,0,0,1,0,0,2
ENSG00000136839.1,0,0,0,0,0,0
ENSG00000273423.1,0,0,0,0,0,0
ENSG00000290765.1,0,0,0,0,0,0
ENSG00000235248.4,0,0,0,0,0,0
ENSG00000179055.8,0,0,0,0,0,0
ENSG00000188712.4,1,0,0,0,0,0
ENSG00000136783.10,1554,1246,1260,1216,1106,1389
ENSG00000165028.12,114,94,101,98,75,89
ENSG00000165029.17,6629,5053,6110,7492,4513,7403
ENSG00000226334.1,34,23,24,29,29,25
ENSG00000230013.2,3,4,2,5,1,4
ENSG00000286536.1,46,19,29,47,26,36
ENSG00000201583.1,0,0,0,0,0,0
ENSG00000070214.17,14489,10904,12729,14729,10657,15944
ENSG00000289227.1,0,1,0,0,0,0
ENSG00000106701.13,1251,777,1141,1148,942,1073
ENSG00000229419.1,79,55,62,82,52,64
ENSG00000228317.2,1,1,1,1,0,2
ENSG00000106692.15,2629,1840,2555,2467,1967,2469
ENSG00000279609.1,4,3,9,0,0,2
ENSG00000186051.7,60,52,52,37,51,44
ENSG00000095209.12,2149,1644,1824,1550,1515,1720
ENSG00000228366.1,2,2,2,3,2,0
ENSG00000232486.1,2,3,4,2,1,1
ENSG00000228948.2,7,1,0,1,1,1
ENSG00000234323.10,2,3,1,4,2,0
ENSG00000225002.2,0,0,0,0,0,0
ENSG00000229297.1,0,0,0,0,0,0
ENSG00000277889.1,0,0,0,0,0,0
ENSG00000237062.2,0,0,0,0,0,0
ENSG00000200131.1,0,0,0,0,0,0
ENSG00000228143.2,0,0,0,0,0,0
ENSG00000212276.1,0,0,0,0,0,0
ENSG00000148143.13,5838,4226,5159,5410,4244,5227
ENSG00000230782.1,2,2,3,4,0,1
ENSG00000231562.1,0,0,1,1,0,0
ENSG00000223615.2,0,0,0,0,0,0
ENSG00000225531.1,1,2,2,0,4,1
ENSG00000226047.1,0,0,0,2,1,0
ENSG00000226535.1,75,66,68,77,68,101
ENSG00000119318.13,50431,43420,44093,44181,35961,46321
ENSG00000226825.2,0,0,0,0,0,0
ENSG00000287233.1,0,0,0,0,0,0
ENSG00000213558.3,0,0,0,0,0,0
ENSG00000199905.1,0,0,0,0,0,0
ENSG00000136826.15,215,125,180,123,132,124
ENSG00000289987.1,1,0,0,1,0,1
ENSG00000236005.1,0,0,0,0,0,0
ENSG00000227350.1,0,0,0,0,0,0
ENSG00000202308.1,0,0,0,0,0,0
ENSG00000222558.1,0,0,0,0,0,0
ENSG00000244104.3,0,0,0,0,0,0
ENSG00000231293.1,0,0,0,0,0,0
ENSG00000233727.1,0,0,0,0,0,0
ENSG00000222459.1,0,0,0,0,0,0
ENSG00000236783.1,0,1,0,0,0,0
ENSG00000213557.4,0,0,0,0,0,0
ENSG00000237360.2,0,0,0,0,0,0
ENSG00000230030.1,0,0,0,0,0,0
ENSG00000169253.3,1,3,3,7,1,4
ENSG00000231678.2,0,0,0,0,0,0
ENSG00000231810.1,0,0,0,0,0,0
ENSG00000213556.3,0,0,0,0,0,0
ENSG00000148156.8,0,0,0,2,0,0
ENSG00000187003.7,1,2,0,3,0,0
ENSG00000070061.16,7467,5535,6114,6098,5512,6143
ENSG00000119328.12,2139,1658,1746,1773,1580,1906
ENSG00000119326.15,8591,6759,7297,6539,6309,6773
ENSG00000106771.13,13512,10577,11794,12808,9994,13060
ENSG00000199331.1,3,1,2,2,7,4
ENSG00000207698.1,0,0,1,1,0,0
ENSG00000260230.5,280,185,215,164,216,145
ENSG00000095203.15,1256,1022,1121,1124,892,1114
ENSG00000200106.1,0,0,0,0,0,0
ENSG00000237124.1,0,0,0,0,0,0
ENSG00000207329.1,0,0,0,0,0,0
ENSG00000070159.14,1482,1118,1426,1590,1000,1370
ENSG00000157654.19,6235,4250,5258,5042,4256,5517
ENSG00000263861.1,0,0,0,0,0,0
ENSG00000213539.4,15,34,10,23,21,15
ENSG00000232939.3,0,0,0,0,0,0
ENSG00000228053.1,10,11,15,15,7,4
ENSG00000188959.10,13,15,10,12,9,14
ENSG00000136810.13,15655,15151,13365,15056,11417,15043
ENSG00000204193.12,0,0,0,0,0,1
ENSG00000165124.19,187,305,265,519,97,427
ENSG00000206658.1,0,0,0,0,0,0
ENSG00000232896.1,0,0,0,0,0,0
ENSG00000030304.15,1,1,1,1,0,1
ENSG00000223918.1,0,0,0,0,0,0
ENSG00000198121.15,2992,2649,2579,3454,2269,3846
ENSG00000206923.1,0,0,0,0,0,0
ENSG00000207401.1,0,0,1,0,0,0
ENSG00000212409.1,0,0,0,0,0,0
ENSG00000227531.1,0,0,0,0,0,0
ENSG00000274263.1,0,0,0,0,0,0
ENSG00000171133.4,0,0,0,0,0,0
ENSG00000136813.15,19039,14163,15879,17066,13651,18185
ENSG00000223238.1,0,0,0,0,0,0
ENSG00000173258.13,814,633,794,815,541,724
ENSG00000106853.20,9238,7238,7814,7194,6821,7257
ENSG00000224644.1,0,0,0,0,1,0
ENSG00000290837.1,4,7,5,8,2,5
ENSG00000204173.12,0,0,0,0,0,0
ENSG00000059769.20,1157,1019,1029,1247,866,1297
ENSG00000244115.1,1,2,0,0,0,1
ENSG00000242616.4,185,165,174,139,153,184
ENSG00000165181.17,10,6,2,14,7,12
ENSG00000224067.2,1,3,2,3,0,1
ENSG00000206907.1,0,0,0,0,0,0
ENSG00000148154.10,11751,9245,10590,11805,7906,11925
ENSG00000266315.1,0,1,0,0,0,1
ENSG00000222356.1,0,0,0,0,0,0
ENSG00000259953.2,1084,975,940,931,721,1005
ENSG00000106868.17,3494,2566,2938,3038,2515,3227
ENSG00000222327.1,0,0,0,0,0,0
ENSG00000200261.1,0,0,1,0,1,0
ENSG00000225513.1,5,4,7,6,4,9
ENSG00000119314.16,16919,12690,15465,15552,12212,18605
ENSG00000242256.3,0,0,0,0,0,0
ENSG00000199525.1,0,0,0,0,0,0
ENSG00000243911.3,0,0,0,0,0,0
ENSG00000230081.2,0,0,0,0,0,0
ENSG00000213529.3,1,0,1,0,0,0
ENSG00000119471.15,5016,4154,4381,4723,3727,5034
ENSG00000230185.7,51,34,29,31,38,32
ENSG00000165185.15,4196,3160,3668,3884,3073,3769
ENSG00000250068.1,12,10,18,13,13,23
ENSG00000148153.14,3111,2690,2759,2899,2294,3034
ENSG00000226609.2,5,4,5,4,5,6
ENSG00000148158.17,2103,1392,2035,2125,1488,1947
ENSG00000119457.8,0,0,1,1,0,0
ENSG00000271631.1,0,3,0,1,0,0
ENSG00000291094.2,4,7,12,5,6,5
ENSG00000237906.1,0,0,0,0,0,0
ENSG00000228623.9,723,490,623,529,504,559
ENSG00000136866.14,607,439,556,504,493,468
ENSG00000285115.1,0,0,0,0,0,0
ENSG00000284763.1,0,0,0,0,0,0
ENSG00000284962.1,0,0,0,0,0,0
ENSG00000285076.1,0,0,0,0,0,0
ENSG00000284867.1,0,0,0,0,0,0
ENSG00000285370.1,0,0,0,0,0,0
ENSG00000225684.4,0,0,0,0,0,0
ENSG00000231528.3,0,0,0,0,0,0
ENSG00000136867.11,43,30,31,50,32,42
ENSG00000119321.10,4026,3408,3322,3876,2955,3667
ENSG00000136868.11,16430,13902,14675,16823,12075,15710
ENSG00000176386.9,1776,1506,1363,1529,1267,1541
ENSG00000136875.13,7355,6165,6042,6209,5156,6235
ENSG00000165188.14,124,99,116,111,86,110
ENSG00000148225.17,759,612,676,614,585,642
ENSG00000119411.11,748,577,534,594,515,584
ENSG00000119431.10,2926,2813,2401,2602,1944,2498
ENSG00000148218.16,3177,2669,2561,2722,2118,2425
ENSG00000148229.13,8871,7979,6978,7727,6317,7387
ENSG00000157653.12,47,24,34,30,34,25
ENSG00000138835.24,2751,2567,2396,2411,2066,2370
ENSG00000237073.1,1,0,3,2,1,1
ENSG00000282897.1,1,1,1,2,6,6
ENSG00000233817.1,31,24,26,20,13,13
ENSG00000227482.1,4,6,3,3,0,3
ENSG00000214669.3,0,1,0,0,0,0
ENSG00000232905.2,2,6,1,1,2,4
ENSG00000157657.15,8616,7051,7426,7329,6367,7691
ENSG00000106927.12,18479,21526,14497,25797,13358,25621
ENSG00000136883.16,881,801,712,764,645,762
ENSG00000196739.15,1809,1313,1561,1850,1310,1608
ENSG00000207726.3,0,0,0,0,0,0
ENSG00000229314.6,7,0,2,7,0,1
ENSG00000228278.5,39,33,24,35,18,35
ENSG00000106948.17,3089,2385,2250,2329,1900,2195
ENSG00000235119.1,21,20,17,7,11,11
ENSG00000095397.17,181,162,143,133,136,123
ENSG00000271214.1,0,0,0,0,0,0
ENSG00000235797.2,0,0,0,0,0,0
ENSG00000136888.8,10219,9625,8638,9727,7602,10527
ENSG00000157693.15,981,766,842,888,735,731
ENSG00000201749.1,0,0,1,0,0,0
ENSG00000230054.3,0,1,2,0,1,0
ENSG00000230601.7,1,1,0,1,0,2
ENSG00000230284.1,0,2,0,0,0,0
ENSG00000274919.1,0,0,0,0,0,0
ENSG00000181634.8,811,617,715,1291,597,1142
ENSG00000229817.1,1,0,4,2,2,1
ENSG00000173077.16,32,15,20,26,13,30
ENSG00000106952.8,0,0,0,0,0,4
ENSG00000041982.17,17700,15803,16419,24787,10164,22122
ENSG00000236461.1,0,0,0,0,0,1
ENSG00000234692.1,2,1,0,2,0,0
ENSG00000228714.4,0,1,0,0,0,0
ENSG00000274755.1,0,0,0,0,0,0
ENSG00000204148.3,0,0,0,0,0,0
ENSG00000228707.1,0,0,0,1,0,1
ENSG00000182752.10,271,190,325,350,104,325
ENSG00000226604.2,1,0,0,0,1,1
ENSG00000244757.1,0,2,0,1,1,0
ENSG00000256040.2,0,0,0,0,0,0
ENSG00000148219.18,3131,2859,2410,2276,2281,2336
ENSG00000229105.1,0,0,0,0,1,0
ENSG00000230894.2,4,2,0,1,2,0
ENSG00000119401.11,3000,2713,2517,3187,2151,3045
ENSG00000285820.1,19,21,16,27,13,24
ENSG00000230734.1,7,17,11,18,8,10
ENSG00000207268.1,0,0,0,0,0,0
ENSG00000201140.1,2,1,1,0,0,4
ENSG00000222413.1,0,0,0,0,0,0
ENSG00000233516.1,0,0,0,0,0,0
ENSG00000233569.2,2,0,1,0,0,0
ENSG00000235133.1,0,0,0,0,0,0
ENSG00000285082.3,1,0,0,0,1,0
ENSG00000136869.16,119,125,135,145,71,126
ENSG00000201444.1,0,0,0,0,0,0
ENSG00000284977.3,0,2,1,0,5,3
ENSG00000231901.1,0,0,0,4,0,7
ENSG00000289735.1,0,1,0,0,0,2
ENSG00000289736.1,0,0,0,0,2,0
ENSG00000234782.3,142,243,131,208,141,137
ENSG00000225050.2,0,0,0,0,0,0
ENSG00000235201.1,0,0,0,0,0,0
ENSG00000231166.2,0,0,0,0,0,0
ENSG00000078725.13,636,523,473,306,460,279
ENSG00000260970.1,0,0,0,0,0,0
ENSG00000261432.1,0,0,0,0,0,0
ENSG00000225960.1,0,0,1,0,0,0
ENSG00000207814.1,0,0,0,0,0,0
ENSG00000136861.19,9077,6865,7353,6760,6400,7040
ENSG00000106780.9,3609,2664,3172,3216,2629,2988
ENSG00000238181.2,3,2,1,10,0,3
ENSG00000119402.18,10850,8383,9427,10012,7731,9695
ENSG00000214654.9,562,457,520,439,478,514
ENSG00000270917.1,13,9,7,7,6,9
ENSG00000095261.14,6977,5722,5764,6550,5214,6636
ENSG00000293514.1,2021,1498,1717,1829,1493,1639
ENSG00000226752.11,1,1,1,3,4,3
ENSG00000119403.15,1862,1721,1546,1226,1381,1163
ENSG00000056558.11,81,60,76,89,62,77
ENSG00000106804.10,2071,1708,1641,1689,1540,1714
ENSG00000119397.19,1846,1202,1555,1409,1281,1297
ENSG00000119396.12,10925,9484,9218,10346,8086,11054
ENSG00000243738.3,4,3,7,8,5,10
ENSG00000148180.22,10728,8929,8903,9009,6694,8225
ENSG00000214651.4,1,1,0,0,0,0
ENSG00000239593.1,4,1,1,0,2,0
ENSG00000235865.2,3,7,10,9,2,10
ENSG00000148175.13,8348,8783,7377,12463,5648,11134
ENSG00000227355.5,4,6,1,1,0,0
ENSG00000204136.12,6,4,5,2,1,3
ENSG00000240299.3,0,0,0,0,0,0
ENSG00000213467.4,20,29,15,21,9,13
ENSG00000136848.19,7685,6806,6398,6724,5475,6299
ENSG00000229854.1,0,2,0,0,0,0
ENSG00000175764.17,484,413,412,538,344,450
ENSG00000266583.1,0,0,0,0,0,0
ENSG00000119421.7,4792,4498,3886,4079,3553,4076
ENSG00000185681.13,13,14,7,5,21,1
ENSG00000106852.16,10,7,9,12,7,9
ENSG00000119446.14,3038,2522,2626,2814,2310,2969
ENSG00000148187.18,4152,3433,3443,3810,3232,3877
ENSG00000095303.17,49,34,40,61,32,61
ENSG00000269970.1,0,0,0,0,0,0
ENSG00000233616.2,0,0,0,0,0,0
ENSG00000234156.3,0,0,0,1,0,0
ENSG00000136834.3,0,0,0,0,0,0
ENSG00000197233.7,0,0,0,0,0,0
ENSG00000239590.1,0,0,0,0,0,0
ENSG00000171505.6,0,0,0,0,0,0
ENSG00000171501.11,0,0,0,0,0,0
ENSG00000171496.5,0,1,3,3,4,1
ENSG00000228914.2,0,0,0,0,0,0
ENSG00000165202.3,0,0,0,0,0,0
ENSG00000280094.3,1,1,0,2,0,0
ENSG00000173679.2,0,0,0,0,0,0
ENSG00000171481.5,0,0,0,0,0,0
ENSG00000226783.1,0,0,0,1,3,1
ENSG00000136939.1,0,0,0,0,0,0
ENSG00000171459.4,0,0,0,0,0,1
ENSG00000232387.2,9,1,1,6,2,8
ENSG00000148215.4,0,0,0,0,0,0
ENSG00000136940.14,2965,2241,2524,2462,2082,2765
ENSG00000165204.3,0,0,0,0,0,0
ENSG00000233425.1,0,0,0,0,0,1
ENSG00000056586.16,9028,6758,7870,8189,6501,8660
ENSG00000212447.1,1,0,0,0,0,0
ENSG00000186130.5,2535,1890,2132,2124,1926,2541
ENSG00000171448.9,1183,883,963,1073,798,1074
ENSG00000261094.2,77,70,35,64,44,64
ENSG00000286718.2,5,17,10,5,7,10
ENSG00000011454.18,7717,5617,6721,7678,5566,6959
ENSG00000222351.1,0,0,0,0,0,0
ENSG00000213216.2,10,7,2,14,3,11
ENSG00000188394.8,0,1,0,0,1,1
ENSG00000225078.2,2,0,0,0,0,0
ENSG00000236901.6,1214,1091,983,1026,813,978
ENSG00000165209.19,8027,6180,6938,6580,5922,6720
ENSG00000283941.1,0,0,0,0,0,0
ENSG00000148204.12,7386,6897,5753,5286,5497,5536
ENSG00000119522.18,3494,3114,2956,2713,2492,2935
ENSG00000207991.1,0,0,1,0,0,0
ENSG00000274932.1,0,0,0,0,0,0
ENSG00000237336.1,0,0,0,0,0,0
ENSG00000230826.1,1,0,0,2,3,0
ENSG00000229115.1,0,0,0,0,0,0
ENSG00000234881.1,0,0,0,0,0,0
ENSG00000106689.11,4,2,3,1,0,3
ENSG00000236668.3,0,0,1,0,0,0
ENSG00000231227.1,0,0,0,0,0,0
ENSG00000234921.1,0,0,0,0,0,0
ENSG00000119408.17,4541,3945,3906,4509,3367,4153
ENSG00000235204.1,1,2,2,3,1,8
ENSG00000227200.1,0,1,0,0,0,0
ENSG00000136930.13,13027,11745,10365,10632,9324,10437
ENSG00000180264.12,7,6,9,12,5,4
ENSG00000136931.10,12,16,8,9,15,10
ENSG00000231149.2,5,1,3,4,1,1
ENSG00000148200.17,14554,12119,12433,14003,10250,14493
ENSG00000231744.1,5,11,8,12,8,9
ENSG00000241246.3,0,0,0,0,0,0
ENSG00000224020.3,13,17,12,15,7,10
ENSG00000207595.1,0,0,2,0,0,0
ENSG00000207737.1,0,2,0,0,0,2
ENSG00000236643.1,22,19,18,30,16,29
ENSG00000185585.20,1572,1280,1501,1266,1204,1167
ENSG00000136918.8,28,24,19,10,18,9
ENSG00000136942.15,51398,64131,39029,54562,37597,49160
ENSG00000136950.13,4292,3721,3432,3752,2916,3738
ENSG00000289285.1,5,7,1,7,2,14
ENSG00000136935.14,2054,1722,1663,1970,1445,1885
ENSG00000199313.1,0,0,0,0,0,1
ENSG00000173611.18,1057,813,1028,1150,801,1063
ENSG00000177736.4,1,3,0,1,1,3
ENSG00000119414.12,7933,6709,6964,7182,5830,7762
ENSG00000232630.1,64,51,71,57,49,73
ENSG00000235332.2,2,2,4,2,0,0
ENSG00000136933.17,2081,1964,1595,1763,1559,1729
ENSG00000044574.9,141077,127180,115577,137643,102207,135586
ENSG00000239705.2,1,1,1,0,5,0
ENSG00000165219.23,6290,4591,5532,6046,4627,5732
ENSG00000214593.3,9,11,9,16,14,6
ENSG00000200554.1,0,0,0,0,0,0
ENSG00000227845.2,0,0,0,0,0,0
ENSG00000274510.1,0,0,0,0,0,0
ENSG00000287782.1,0,1,0,0,0,0
ENSG00000119487.17,8798,7551,7101,7573,6470,7665
ENSG00000243845.3,0,0,0,0,1,0
ENSG00000227068.1,0,2,3,2,1,2
ENSG00000214761.3,1,3,1,1,5,5
ENSG00000229582.3,6,6,4,1,2,0
ENSG00000167081.18,2137,1834,1809,1644,1546,1784
ENSG00000232413.1,0,0,0,0,0,0
ENSG00000288537.1,0,0,0,1,0,0
ENSG00000228392.3,0,0,0,0,0,0
ENSG00000196814.15,3806,3507,3092,3092,2781,3159
ENSG00000253079.1,0,0,0,0,0,0
ENSG00000252985.1,0,1,0,0,0,0
ENSG00000233721.1,0,1,1,0,1,0
ENSG00000279137.1,0,2,0,1,1,0
ENSG00000226078.1,0,0,0,0,0,0
ENSG00000224842.2,69,42,51,59,59,47
ENSG00000136944.19,1702,1048,1444,720,1198,719
ENSG00000238010.1,2,0,0,0,1,0
ENSG00000286428.1,4,0,0,0,3,0
ENSG00000169155.10,1572,1164,1390,1584,1079,1372
ENSG00000288995.1,0,1,0,3,0,0
ENSG00000177125.6,3035,2335,2682,3001,2087,2854
ENSG00000136828.19,1437,956,1202,1264,949,1161
ENSG00000136859.10,1846,1882,1549,1513,1267,1278
ENSG00000228487.2,11,2,9,5,6,8
ENSG00000136895.19,317,279,271,265,224,251
ENSG00000229369.1,0,0,0,0,0,0
ENSG00000271833.1,19,18,23,11,6,8
ENSG00000136856.18,1970,2208,1634,2102,1450,1988
ENSG00000196152.10,899,891,706,832,685,900
ENSG00000197958.13,126396,118511,97661,101313,89980,103166
ENSG00000201302.1,24,14,20,15,12,14
ENSG00000148356.15,2028,1759,1638,1523,1505,1547
ENSG00000200788.1,0,2,0,1,0,1
ENSG00000136830.12,7748,7076,6055,6765,5505,6561
ENSG00000136854.25,2521,1678,1994,1142,1600,1120
ENSG00000279571.3,0,0,0,0,1,0
ENSG00000187024.15,1,5,6,4,3,4
ENSG00000283874.1,0,0,0,0,0,0
ENSG00000160401.15,178,161,144,146,134,121
ENSG00000167094.16,0,0,0,2,0,1
ENSG00000160404.18,1043,1106,842,801,787,871
ENSG00000095370.20,339,262,283,180,236,174
ENSG00000286196.1,2,0,0,2,0,3
ENSG00000136807.14,5583,5013,4529,4727,4006,4450
ENSG00000283863.1,0,0,0,0,0,0
ENSG00000284547.1,0,0,0,0,0,0
ENSG00000136877.15,4468,4452,3467,3438,3340,3310
ENSG00000106991.14,76,48,67,61,30,52
ENSG00000225032.5,8,4,11,2,5,3
ENSG00000222421.1,0,0,0,0,0,0
ENSG00000222455.1,0,0,0,0,0,0
ENSG00000106992.19,500,526,419,410,326,404
ENSG00000257524.6,5,6,7,2,7,8
ENSG00000263979.1,0,0,0,1,0,4
ENSG00000160408.16,8,7,7,7,5,10
ENSG00000136840.19,603,563,514,398,487,366
ENSG00000167103.12,45,43,44,47,29,32
ENSG00000227218.7,28,10,12,21,15,22
ENSG00000136908.18,3817,3688,3023,3046,2681,3005
ENSG00000167106.12,3557,2963,2852,2851,2558,2680
ENSG00000230848.1,0,0,0,0,0,0
ENSG00000171169.9,615,558,445,451,362,447
ENSG00000148339.13,918,802,739,861,663,812
ENSG00000230536.1,0,0,0,0,0,0
ENSG00000234771.3,294,194,254,360,163,271
ENSG00000148334.16,5795,5878,4433,4371,4303,4199
ENSG00000232850.3,10,7,8,12,4,7
ENSG00000148346.12,45,40,30,27,29,23
ENSG00000171159.5,5472,5646,4064,3098,3958,3254
ENSG00000148337.22,9017,7526,6746,6461,6325,6440
ENSG00000106976.22,727,479,614,396,519,296
ENSG00000207581.1,0,0,0,0,0,0
ENSG00000264823.3,0,0,0,0,0,0
ENSG00000167110.19,4361,3497,3484,4112,3057,3912
ENSG00000175854.15,1644,1373,1247,1203,1121,1122
ENSG00000167112.10,4256,4102,3398,3769,3224,3837
ENSG00000272696.1,11,7,6,13,8,12
ENSG00000167113.11,2465,2341,1760,1803,1767,1852
ENSG00000167114.13,4804,4749,3582,3776,3713,4064
ENSG00000223551.1,171,194,172,215,136,204
ENSG00000167118.11,5055,5153,3924,4073,3937,4093
ENSG00000207955.5,0,0,1,0,0,1
ENSG00000284185.1,0,0,0,0,0,0
ENSG00000283335.1,0,0,0,0,0,0
ENSG00000167123.20,983,845,764,589,695,585
ENSG00000273186.1,8,13,11,5,3,7
ENSG00000228510.2,0,1,1,4,0,1
ENSG00000136811.17,4757,4030,3881,3874,3356,3680
ENSG00000225951.1,0,0,0,1,0,4
ENSG00000119392.16,4189,3772,3516,3719,3127,3854
ENSG00000228395.3,27,17,14,14,11,17
ENSG00000238406.1,1,0,0,0,0,0
ENSG00000197694.19,40247,33877,32297,36323,29205,39415
ENSG00000280474.1,0,0,0,0,0,0
ENSG00000280758.1,13,10,6,5,3,18
ENSG00000119333.12,5302,5712,3919,3612,4059,3789
ENSG00000227759.2,0,0,0,0,0,0
ENSG00000234705.3,0,0,5,0,2,1
ENSG00000119335.18,92487,74750,77105,73185,63901,76669
ENSG00000160447.7,2117,1923,1799,1572,1538,1422
ENSG00000264438.2,0,0,0,0,0,0
ENSG00000160446.19,2689,2763,1943,1791,1844,1883
ENSG00000223478.2,123,103,82,98,76,73
ENSG00000160445.11,4020,3743,3277,3276,3081,3242
ENSG00000203286.5,0,1,0,3,2,2
ENSG00000107021.16,4600,4126,3676,3412,3278,3329
ENSG00000167136.7,293,319,174,214,226,178
ENSG00000198917.13,13,5,10,8,6,10
ENSG00000286112.1,1,5,6,0,4,2
ENSG00000171097.14,16,14,17,13,15,16
ENSG00000136802.12,11065,10293,8987,9554,8195,9533
ENSG00000175287.19,388,327,305,226,290,248
ENSG00000251184.1,0,0,1,0,0,0
ENSG00000175283.8,3035,3147,2394,2953,2180,2876
ENSG00000095319.14,11963,9688,10027,9547,8701,9364
ENSG00000267834.1,2,1,2,1,0,0
ENSG00000148341.18,3381,3331,2572,3005,2540,2741
ENSG00000148343.19,838,779,725,880,735,828
ENSG00000287234.1,8,6,2,2,2,2
ENSG00000167130.18,2787,2525,2189,2453,1992,2401
ENSG00000095321.18,1715,1625,1381,1205,1158,1260
ENSG00000234055.1,0,0,0,0,0,0
ENSG00000119383.21,19403,18738,15400,15244,14350,16155
ENSG00000235007.3,0,0,0,0,0,0
ENSG00000268707.1,3,2,5,2,6,4
ENSG00000188483.8,1877,2159,1550,1993,1476,1651
ENSG00000204055.5,4,2,1,1,3,0
ENSG00000224307.4,11,4,11,4,9,11
ENSG00000179082.4,1,2,1,0,1,1
ENSG00000268615.1,0,0,0,0,0,0
ENSG00000233901.8,198,189,128,170,117,157
ENSG00000242281.3,0,0,0,0,0,0
ENSG00000236146.2,0,0,0,3,0,0
ENSG00000230676.1,1,3,0,0,1,0
ENSG00000226355.2,0,4,2,0,1,2
ENSG00000204054.14,1861,1596,1536,1815,1469,1754
ENSG00000261334.1,0,0,1,2,0,0
ENSG00000286078.1,0,0,0,0,0,0
ENSG00000227619.3,14,14,17,22,17,19
ENSG00000148335.15,2615,2656,2046,2092,1877,2088
ENSG00000179058.8,5,7,1,9,1,1
ENSG00000148331.12,1749,1554,1452,1562,1312,1473
ENSG00000234789.1,6,3,5,4,5,4
ENSG00000167157.11,60,48,42,26,36,11
ENSG00000236024.1,0,0,2,0,0,0
ENSG00000148344.11,43,26,27,38,25,31
ENSG00000233909.1,0,0,0,0,0,0
ENSG00000136816.16,1767,1620,1520,1785,1246,1647
ENSG00000136827.12,5418,5361,4439,5305,4101,5493
ENSG00000136819.15,4386,3564,3556,3558,3037,3572
ENSG00000136878.14,2445,2164,1955,2048,1862,1981
ENSG00000276124.1,0,1,0,0,0,0
ENSG00000224988.1,0,0,0,2,1,0
ENSG00000288956.2,3,1,3,1,4,1
ENSG00000187239.19,4517,3462,3729,3951,3261,3774
ENSG00000288924.1,412,359,370,268,259,324
ENSG00000230684.1,0,0,0,0,0,0
ENSG00000270755.1,3,2,1,3,4,2
ENSG00000289226.2,2,0,0,0,0,0
ENSG00000148358.21,14726,11589,12487,14473,10765,14553
ENSG00000223188.1,2,0,1,1,1,0
ENSG00000196979.1,2,0,0,0,0,0
ENSG00000107130.10,11237,10482,8909,9083,8103,9422
ENSG00000148357.18,69,41,57,35,41,30
ENSG00000264169.2,0,0,0,0,0,0
ENSG00000130707.18,1580,1233,1340,1284,988,1183
ENSG00000289933.1,1,0,0,0,0,0
ENSG00000107164.17,7660,6031,6759,6729,5487,7234
ENSG00000277713.1,0,0,0,0,0,0
ENSG00000232172.1,0,2,0,0,1,0
ENSG00000130711.5,22,21,19,12,15,11
ENSG00000130713.17,5358,4580,4464,4832,3656,4298
ENSG00000097007.20,19384,15857,15377,16292,14278,16034
ENSG00000288570.1,0,0,0,0,0,0
